PICKUP_DATE,PICKUP_DAY,PICKUP_TIME,NUMBER_OF_TRIP
2014-06-21,Saturday,1 hr,3
2014-05-26,Monday,9 hr,3
2014-03-30,Sunday,6 hr,3
2014-05-27,Tuesday,6 hr,3
2014-01-30,Thursday,23 hr,3
2014-11-22,Saturday,3 hr,3
2014-03-16,Sunday,16 hr,3
2014-07-20,Sunday,8 hr,3
2014-07-17,Thursday,10 hr,3
2014-04-10,Thursday,11 hr,3
2014-02-13,Thursday,4 hr,3
2014-10-22,Wednesday,22 hr,3
2014-01-30,Thursday,16 hr,3
2014-03-16,Sunday,4 hr,3
2014-02-19,Wednesday,13 hr,3
2014-01-12,Sunday,3 hr,3
2014-03-31,Monday,13 hr,3
2014-04-17,Thursday,7 hr,3
2014-03-19,Wednesday,15 hr,3
2014-05-07,Wednesday,5 hr,3
2014-10-08,Wednesday,1 hr,3
2014-05-30,Friday,6 hr,3
2014-08-20,Wednesday,14 hr,3
2014-06-07,Saturday,14 hr,3
2014-04-19,Saturday,7 hr,3
2014-03-05,Wednesday,6 hr,3
2014-05-04,Sunday,5 hr,3
2014-08-14,Thursday,3 hr,3
2014-08-06,Wednesday,0 hr,3
2014-05-03,Saturday,19 hr,3
2014-04-21,Monday,6 hr,3
2014-05-18,Sunday,7 hr,3
2014-11-02,Sunday,2 hr,3
2014-10-02,Thursday,2 hr,3
2014-01-15,Wednesday,0 hr,3
2014-07-07,Monday,1 hr,3
2014-07-09,Wednesday,6 hr,3
2014-01-27,Monday,13 hr,3
2014-09-01,Monday,8 hr,3
2014-10-03,Friday,15 hr,3
2014-03-22,Saturday,3 hr,3
2014-09-22,Monday,16 hr,3
2014-06-05,Thursday,13 hr,3
2014-04-16,Wednesday,10 hr,3
2014-06-19,Thursday,19 hr,3
2014-08-08,Friday,20 hr,3
2014-11-12,Wednesday,10 hr,3
2014-12-12,Friday,16 hr,3
2014-08-02,Saturday,5 hr,3
2014-01-17,Friday,1 hr,3
2014-08-28,Thursday,1 hr,3
2014-06-08,Sunday,23 hr,3
2014-11-05,Wednesday,8 hr,3
2014-12-08,Monday,19 hr,3
2014-08-14,Thursday,1 hr,3
2014-09-30,Tuesday,0 hr,3
2014-05-26,Monday,23 hr,3
2014-01-22,Wednesday,15 hr,3
2014-12-02,Tuesday,16 hr,3
2014-02-13,Thursday,15 hr,3
2014-11-10,Monday,12 hr,3
2014-04-03,Thursday,16 hr,3
2014-03-18,Tuesday,3 hr,3
2014-08-07,Thursday,6 hr,3
2014-04-26,Saturday,18 hr,3
2014-05-14,Wednesday,17 hr,3
2014-03-21,Friday,2 hr,3
2014-06-21,Saturday,6 hr,3
2014-12-23,Tuesday,21 hr,3
2014-01-06,Monday,2 hr,3
2014-09-01,Monday,20 hr,3
2014-09-21,Sunday,4 hr,3
2014-11-06,Thursday,14 hr,3
2014-06-02,Monday,2 hr,3
2014-09-01,Monday,1 hr,3
2014-12-20,Saturday,3 hr,3
2014-10-16,Thursday,16 hr,3
2014-12-07,Sunday,19 hr,3
2014-06-12,Thursday,16 hr,3
2014-02-27,Thursday,8 hr,3
2014-06-14,Saturday,16 hr,3
2014-01-04,Saturday,21 hr,3
2014-07-06,Sunday,4 hr,3
2014-02-06,Thursday,2 hr,3
2014-04-08,Tuesday,0 hr,3
2014-05-09,Friday,3 hr,3
2014-01-11,Saturday,17 hr,3
2014-01-16,Thursday,1 hr,3
2014-01-23,Thursday,14 hr,3
2014-08-16,Saturday,8 hr,3
2014-04-23,Wednesday,0 hr,3
2014-09-11,Thursday,8 hr,3
2014-07-06,Sunday,23 hr,3
2014-02-21,Friday,6 hr,3
2014-03-23,Sunday,10 hr,3
2014-10-07,Tuesday,1 hr,3
2014-08-18,Monday,10 hr,3
2014-11-30,Sunday,9 hr,3
2014-11-02,Sunday,7 hr,3
2014-03-03,Monday,16 hr,3
2014-07-10,Thursday,7 hr,3
2014-11-26,Wednesday,6 hr,3
2014-05-02,Friday,5 hr,3
2014-08-21,Thursday,6 hr,3
2014-08-23,Saturday,14 hr,3
2014-08-04,Monday,10 hr,3
2014-06-10,Tuesday,6 hr,3
2014-05-16,Friday,1 hr,3
2014-01-23,Thursday,2 hr,3
2014-02-01,Saturday,16 hr,3
2014-11-28,Friday,20 hr,3
2014-08-13,Wednesday,6 hr,3
2014-01-09,Thursday,2 hr,3
2014-03-15,Saturday,15 hr,3
2014-05-07,Wednesday,0 hr,3
2014-12-10,Wednesday,6 hr,3
2014-10-09,Thursday,11 hr,3
2014-07-07,Monday,6 hr,3
2014-09-16,Tuesday,0 hr,3
2014-05-17,Saturday,4 hr,3
2014-10-02,Thursday,1 hr,3
2014-12-29,Monday,10 hr,3
2014-05-30,Friday,1 hr,3
2014-08-17,Sunday,10 hr,3
2014-11-13,Thursday,16 hr,3
2014-11-26,Wednesday,1 hr,3
2014-10-17,Friday,17 hr,3
2014-06-20,Friday,2 hr,3
2014-12-10,Wednesday,18 hr,3
2014-10-20,Monday,11 hr,3
2014-04-29,Tuesday,5 hr,3
2014-11-17,Monday,9 hr,3
2014-11-11,Tuesday,2 hr,3
2014-01-28,Tuesday,21 hr,3
2014-04-18,Friday,1 hr,3
2014-05-23,Friday,5 hr,3
2014-03-17,Monday,14 hr,3
2014-01-08,Wednesday,10 hr,3
2014-06-15,Sunday,9 hr,3
2014-06-23,Monday,23 hr,3
2014-10-23,Thursday,0 hr,3
2014-05-17,Saturday,16 hr,3
2014-05-24,Saturday,11 hr,3
2014-03-15,Saturday,3 hr,3
2014-10-22,Wednesday,1 hr,3
2014-02-03,Monday,2 hr,3
2014-06-11,Wednesday,17 hr,3
2014-08-26,Tuesday,9 hr,3
2014-03-31,Monday,1 hr,3
2014-05-28,Wednesday,12 hr,3
2014-09-16,Tuesday,14 hr,3
2014-12-25,Thursday,1 hr,3
2014-12-30,Tuesday,16 hr,3
2014-09-23,Tuesday,17 hr,3
2014-07-12,Saturday,7 hr,3
2014-01-19,Sunday,9 hr,3
2014-04-07,Monday,15 hr,3
2014-02-13,Thursday,1 hr,3
2014-05-07,Wednesday,7 hr,3
2014-12-12,Friday,14 hr,3
2014-01-03,Friday,22 hr,3
2014-10-10,Friday,9 hr,3
2014-07-19,Saturday,0 hr,3
2014-06-06,Friday,16 hr,3
2014-03-28,Friday,14 hr,3
2014-01-01,Wednesday,15 hr,3
2014-01-21,Tuesday,13 hr,3
2014-11-03,Monday,0 hr,3
2014-12-24,Wednesday,7 hr,3
2014-03-12,Wednesday,11 hr,3
2014-12-01,Monday,16 hr,3
2014-03-05,Wednesday,16 hr,3
2014-08-11,Monday,17 hr,3
2014-08-29,Friday,14 hr,3
2014-05-08,Thursday,1 hr,3
2014-04-19,Saturday,10 hr,3
2014-05-04,Sunday,8 hr,3
2014-03-02,Sunday,7 hr,3
2014-11-03,Monday,19 hr,3
2014-04-26,Saturday,4 hr,3
2014-06-29,Sunday,3 hr,3
2014-02-27,Thursday,1 hr,3
2014-06-15,Sunday,7 hr,3
2014-06-22,Sunday,5 hr,3
2014-04-03,Thursday,1 hr,3
2014-04-17,Thursday,3 hr,3
2014-11-02,Sunday,3 hr,3
2014-02-13,Thursday,17 hr,3
2014-04-10,Thursday,12 hr,3
2014-09-01,Monday,23 hr,3
2014-01-13,Monday,11 hr,3
2014-07-13,Sunday,9 hr,3
2014-06-08,Sunday,8 hr,3
2014-04-26,Saturday,14 hr,3
2014-01-31,Friday,9 hr,3
2014-06-30,Monday,15 hr,3
2014-06-16,Monday,6 hr,3
2014-07-19,Saturday,14 hr,3
2014-09-07,Sunday,7 hr,3
2014-01-25,Saturday,11 hr,3
2014-07-25,Friday,1 hr,3
2014-12-29,Monday,1 hr,3
2014-11-11,Tuesday,11 hr,3
2014-01-10,Friday,2 hr,3
2014-12-27,Saturday,4 hr,3
2014-02-21,Friday,3 hr,3
2014-08-18,Monday,7 hr,3
2014-05-29,Thursday,15 hr,3
2014-05-02,Friday,14 hr,3
2014-02-22,Saturday,8 hr,3
2014-12-19,Friday,8 hr,3
2014-11-30,Sunday,18 hr,3
2014-01-21,Tuesday,0 hr,3
2014-09-27,Saturday,12 hr,3
2014-08-11,Monday,23 hr,3
2014-05-25,Sunday,20 hr,3
2014-08-11,Monday,16 hr,3
2014-05-05,Monday,8 hr,3
2014-06-16,Monday,13 hr,3
2014-10-09,Thursday,1 hr,3
2014-04-30,Wednesday,13 hr,3
2014-02-28,Friday,2 hr,3
2014-10-07,Tuesday,11 hr,3
2014-11-28,Friday,3 hr,3
2014-10-08,Wednesday,14 hr,3
2014-03-04,Tuesday,0 hr,3
2014-08-22,Friday,4 hr,3
2014-07-12,Saturday,4 hr,3
2014-09-05,Friday,6 hr,3
2014-09-16,Tuesday,23 hr,3
2014-03-14,Friday,15 hr,3
2014-07-19,Saturday,7 hr,3
2014-09-19,Friday,14 hr,3
2014-05-07,Wednesday,4 hr,3
2014-10-13,Monday,17 hr,3
2014-09-04,Thursday,2 hr,3
2014-01-05,Sunday,6 hr,3
2014-03-02,Sunday,8 hr,3
2014-04-07,Monday,23 hr,3
2014-08-19,Tuesday,16 hr,3
2014-12-16,Tuesday,1 hr,3
2014-05-31,Saturday,3 hr,3
2014-06-15,Sunday,1 hr,3
2014-06-28,Saturday,4 hr,3
2014-12-01,Monday,15 hr,3
2014-04-20,Sunday,18 hr,3
2014-06-19,Thursday,1 hr,3
2014-12-31,Wednesday,8 hr,3
2014-08-02,Saturday,2 hr,3
2014-09-20,Saturday,3 hr,3
2014-03-07,Friday,5 hr,3
2014-07-15,Tuesday,15 hr,3
2014-07-31,Thursday,2 hr,3
2014-11-17,Monday,11 hr,3
2014-08-01,Friday,6 hr,3
2014-10-24,Friday,12 hr,3
2014-10-20,Monday,15 hr,3
2014-05-30,Friday,16 hr,3
2014-04-30,Wednesday,2 hr,3
2014-11-29,Saturday,8 hr,3
2014-11-11,Tuesday,20 hr,3
2014-02-27,Thursday,0 hr,3
2014-07-09,Wednesday,16 hr,3
2014-01-02,Thursday,1 hr,3
2014-10-25,Saturday,11 hr,3
2014-03-14,Friday,4 hr,3
2014-09-30,Tuesday,23 hr,3
2014-11-23,Sunday,9 hr,3
2014-02-20,Thursday,1 hr,3
2014-11-13,Thursday,6 hr,3
2014-03-15,Saturday,5 hr,3
2014-08-21,Thursday,16 hr,3
2014-09-17,Wednesday,4 hr,3
2014-07-04,Friday,5 hr,3
2014-08-09,Saturday,4 hr,3
2014-10-21,Tuesday,17 hr,3
2014-01-22,Wednesday,12 hr,3
2014-10-18,Saturday,5 hr,3
2014-02-15,Saturday,5 hr,3
2014-07-17,Thursday,2 hr,3
2014-02-10,Monday,23 hr,3
2014-11-28,Friday,10 hr,3
2014-09-16,Tuesday,16 hr,3
2014-11-19,Wednesday,5 hr,3
2014-09-21,Sunday,8 hr,3
2014-09-17,Wednesday,16 hr,3
2014-01-12,Sunday,23 hr,3
2014-09-11,Thursday,5 hr,3
2014-05-06,Tuesday,1 hr,3
2014-05-01,Thursday,7 hr,3
2014-11-01,Saturday,6 hr,3
2014-05-14,Wednesday,7 hr,3
2014-12-07,Sunday,9 hr,3
2014-01-20,Monday,6 hr,3
2014-05-16,Friday,4 hr,3
2014-07-03,Thursday,2 hr,3
2014-02-24,Monday,23 hr,3
2014-05-24,Saturday,3 hr,3
2014-01-03,Friday,12 hr,3
2014-01-01,Wednesday,11 hr,3
2014-01-31,Friday,4 hr,3
2014-08-22,Friday,2 hr,3
2014-01-20,Monday,8 hr,3
2014-06-26,Thursday,1 hr,3
2014-01-08,Wednesday,14 hr,3
2014-04-21,Monday,5 hr,3
2014-06-15,Sunday,4 hr,3
2014-07-13,Sunday,11 hr,3
2014-04-09,Wednesday,11 hr,3
2014-08-20,Wednesday,15 hr,3
2014-08-16,Saturday,16 hr,3
2014-10-16,Thursday,5 hr,3
2014-12-29,Monday,6 hr,3
2014-09-11,Thursday,0 hr,3
2014-08-09,Saturday,2 hr,3
2014-08-03,Sunday,7 hr,3
2014-01-28,Tuesday,16 hr,3
2014-04-02,Wednesday,0 hr,3
2014-11-01,Saturday,8 hr,3
2014-12-30,Tuesday,8 hr,3
2014-02-28,Friday,7 hr,3
2014-01-05,Sunday,22 hr,3
2014-03-18,Tuesday,12 hr,3
2014-11-30,Sunday,4 hr,3
2014-08-23,Saturday,15 hr,3
2014-11-04,Tuesday,5 hr,3
2014-06-15,Sunday,23 hr,3
2014-10-05,Sunday,1 hr,3
2014-10-28,Tuesday,2 hr,3
2014-12-22,Monday,7 hr,3
2014-01-13,Monday,4 hr,3
2014-11-17,Monday,6 hr,3
2014-12-28,Sunday,21 hr,3
2014-03-03,Monday,17 hr,3
2014-11-17,Monday,20 hr,3
2014-04-28,Monday,22 hr,3
2014-11-18,Tuesday,10 hr,3
2014-11-13,Thursday,1 hr,3
2014-07-18,Friday,3 hr,3
2014-03-08,Saturday,4 hr,3
2014-12-24,Wednesday,3 hr,3
2014-03-26,Wednesday,1 hr,3
2014-07-16,Wednesday,8 hr,3
2014-08-31,Sunday,21 hr,3
2014-08-25,Monday,14 hr,3
2014-04-29,Tuesday,21 hr,3
2014-10-06,Monday,1 hr,3
2014-11-20,Thursday,16 hr,3
2014-05-12,Monday,12 hr,3
2014-11-08,Saturday,4 hr,3
2014-01-27,Monday,0 hr,3
2014-09-22,Monday,15 hr,3
2014-02-27,Thursday,18 hr,3
2014-04-06,Sunday,5 hr,3
2014-10-15,Wednesday,13 hr,3
2014-10-31,Friday,4 hr,3
2014-04-15,Tuesday,6 hr,3
2014-06-21,Saturday,16 hr,3
2014-03-26,Wednesday,6 hr,3
2014-03-09,Sunday,23 hr,3
2014-02-03,Monday,1 hr,3
2014-11-09,Sunday,23 hr,3
2014-01-21,Tuesday,10 hr,3
2014-10-19,Sunday,6 hr,3
2014-05-24,Saturday,10 hr,3
2014-07-13,Sunday,16 hr,3
2014-05-13,Tuesday,2 hr,3
2014-12-07,Sunday,7 hr,3
2014-04-08,Tuesday,1 hr,3
2014-08-15,Friday,11 hr,3
2014-01-20,Monday,1 hr,3
2014-12-30,Tuesday,3 hr,3
2014-04-01,Tuesday,5 hr,3
2014-04-06,Sunday,7 hr,3
2014-05-03,Saturday,13 hr,3
2014-06-19,Thursday,6 hr,3
2014-04-21,Monday,12 hr,3
2014-03-07,Friday,22 hr,3
2014-01-28,Tuesday,4 hr,3
2014-09-14,Sunday,17 hr,3
2014-08-21,Thursday,14 hr,3
2014-11-27,Thursday,3 hr,3
2014-08-01,Friday,1 hr,3
2014-07-23,Wednesday,4 hr,3
2014-02-21,Friday,1 hr,3
2014-07-06,Sunday,0 hr,3
2014-12-18,Thursday,6 hr,3
2014-02-18,Tuesday,0 hr,3
2014-12-24,Wednesday,17 hr,3
2014-11-23,Sunday,4 hr,3
2014-10-25,Saturday,8 hr,3
2014-08-16,Saturday,9 hr,3
2014-06-08,Sunday,6 hr,3
2014-08-13,Wednesday,20 hr,3
2014-02-17,Monday,23 hr,3
2014-09-12,Friday,13 hr,3
2014-12-31,Wednesday,3 hr,3
2014-02-23,Sunday,21 hr,3
2014-09-21,Sunday,3 hr,3
2014-01-05,Sunday,15 hr,3
2014-12-30,Tuesday,22 hr,3
2014-06-04,Wednesday,6 hr,3
2014-10-03,Friday,2 hr,3
2014-02-16,Sunday,8 hr,3
2014-06-29,Sunday,6 hr,3
2014-03-06,Thursday,1 hr,3
2014-02-25,Tuesday,5 hr,3
2014-04-11,Friday,1 hr,3
2014-10-19,Sunday,15 hr,3
2014-09-13,Saturday,9 hr,3
2014-09-25,Thursday,6 hr,3
2014-09-28,Sunday,7 hr,3
2014-11-11,Tuesday,1 hr,3
2014-10-07,Tuesday,12 hr,3
2014-08-28,Thursday,12 hr,3
2014-04-26,Saturday,3 hr,3
2014-10-30,Thursday,12 hr,3
2014-07-04,Friday,20 hr,3
2014-06-14,Saturday,8 hr,3
2014-02-04,Tuesday,0 hr,3
2014-07-25,Friday,19 hr,3
2014-02-22,Saturday,9 hr,3
2014-05-26,Monday,7 hr,3
2014-12-03,Wednesday,19 hr,3
2014-09-17,Wednesday,1 hr,3
2014-09-08,Monday,23 hr,3
2014-11-05,Wednesday,23 hr,3
2014-01-22,Wednesday,16 hr,3
2014-06-07,Saturday,10 hr,3
2014-06-28,Saturday,11 hr,3
2014-04-06,Sunday,23 hr,3
2014-09-13,Saturday,16 hr,3
2014-05-04,Sunday,14 hr,3
2014-12-22,Monday,11 hr,3
2014-12-11,Thursday,19 hr,3
2014-06-06,Friday,3 hr,3
2014-05-11,Sunday,8 hr,3
2014-07-06,Sunday,3 hr,3
2014-01-10,Friday,3 hr,3
2014-04-14,Monday,0 hr,3
2014-04-08,Tuesday,23 hr,3
2014-01-02,Thursday,8 hr,3
2014-01-03,Friday,9 hr,3
2014-11-29,Saturday,20 hr,3
2014-05-06,Tuesday,12 hr,3
2014-09-26,Friday,8 hr,3
2014-07-01,Tuesday,0 hr,3
2014-11-27,Thursday,0 hr,3
2014-05-26,Monday,12 hr,3
2014-05-10,Saturday,7 hr,3
2014-06-08,Sunday,3 hr,3
2014-01-26,Sunday,20 hr,3
2014-07-27,Sunday,11 hr,3
2014-05-27,Tuesday,4 hr,3
2014-08-26,Tuesday,15 hr,3
2014-09-13,Saturday,7 hr,3
2014-10-27,Monday,10 hr,3
2014-05-07,Wednesday,1 hr,3
2014-07-10,Thursday,1 hr,3
2014-03-01,Saturday,3 hr,3
2014-10-25,Saturday,6 hr,3
2014-01-20,Monday,3 hr,3
2014-03-02,Sunday,22 hr,3
2014-09-24,Wednesday,2 hr,3
2014-04-15,Tuesday,16 hr,3
2014-07-30,Wednesday,0 hr,3
2014-06-06,Friday,1 hr,3
2014-07-26,Saturday,8 hr,3
2014-11-22,Saturday,8 hr,3
2014-06-14,Saturday,3 hr,3
2014-07-09,Wednesday,2 hr,3
2014-10-22,Wednesday,7 hr,3
2014-02-02,Sunday,20 hr,3
2014-06-27,Friday,14 hr,3
2014-02-14,Friday,13 hr,3
2014-06-15,Sunday,3 hr,3
2014-10-11,Saturday,7 hr,3
2014-02-08,Saturday,8 hr,3
2014-06-18,Wednesday,12 hr,3
2014-10-23,Thursday,6 hr,3
2014-12-22,Monday,6 hr,3
2014-10-18,Saturday,22 hr,3
2014-03-26,Wednesday,15 hr,3
2014-04-11,Friday,6 hr,3
2014-05-22,Thursday,16 hr,3
2014-08-14,Thursday,2 hr,3
2014-12-31,Wednesday,0 hr,3
2014-10-20,Monday,10 hr,3
2014-01-04,Saturday,1 hr,3
2014-11-14,Friday,2 hr,3
2014-11-29,Saturday,1 hr,3
2014-12-25,Thursday,0 hr,3
2014-02-24,Monday,6 hr,3
2014-10-06,Monday,10 hr,3
2014-07-30,Wednesday,17 hr,3
2014-01-28,Tuesday,1 hr,3
2014-11-18,Tuesday,19 hr,3
2014-12-02,Tuesday,15 hr,3
2014-09-24,Wednesday,12 hr,3
2014-06-23,Monday,10 hr,3
2014-09-06,Saturday,7 hr,3
2014-10-19,Sunday,3 hr,3
2014-03-24,Monday,11 hr,3
2014-03-04,Tuesday,23 hr,3
2014-08-03,Sunday,2 hr,3
2014-09-25,Thursday,18 hr,3
2014-01-24,Friday,7 hr,3
2014-01-08,Wednesday,4 hr,3
2014-12-11,Thursday,0 hr,3
2014-04-24,Thursday,17 hr,3
2014-04-02,Wednesday,6 hr,3
2014-01-22,Wednesday,13 hr,3
2014-05-06,Tuesday,2 hr,3
2014-05-20,Tuesday,19 hr,3
2014-06-07,Saturday,7 hr,3
2014-12-21,Sunday,10 hr,3
2014-01-20,Monday,21 hr,3
2014-02-13,Thursday,9 hr,3
2014-11-15,Saturday,7 hr,3
2014-12-17,Wednesday,6 hr,3
2014-12-24,Wednesday,16 hr,3
2014-07-04,Friday,4 hr,3
2014-09-03,Wednesday,19 hr,3
2014-09-04,Thursday,18 hr,3
2014-01-26,Sunday,5 hr,3
2014-06-24,Tuesday,6 hr,3
2014-08-09,Saturday,8 hr,3
2014-02-07,Friday,16 hr,3
2014-04-12,Saturday,4 hr,3
2014-10-01,Wednesday,22 hr,3
2014-02-19,Wednesday,1 hr,3
2014-09-26,Friday,10 hr,3
2014-03-01,Saturday,11 hr,3
2014-01-14,Tuesday,12 hr,3
2014-08-30,Saturday,8 hr,3
2014-11-27,Thursday,23 hr,3
2014-10-26,Sunday,22 hr,3
2014-03-24,Monday,15 hr,3
2014-12-21,Sunday,17 hr,3
2014-07-02,Wednesday,6 hr,3
2014-01-01,Wednesday,5 hr,3
2014-09-23,Tuesday,6 hr,3
2014-07-05,Saturday,17 hr,3
2014-06-22,Sunday,16 hr,3
2014-09-19,Friday,3 hr,3
2014-08-08,Friday,6 hr,3
2014-01-30,Thursday,11 hr,3
2014-04-30,Wednesday,5 hr,3
2014-07-23,Wednesday,3 hr,3
2014-07-28,Monday,6 hr,3
2014-12-27,Saturday,14 hr,3
2014-10-18,Saturday,8 hr,3
2014-01-03,Friday,11 hr,3
2014-02-13,Thursday,2 hr,3
2014-09-02,Tuesday,13 hr,3
2014-12-24,Wednesday,15 hr,3
2014-01-22,Wednesday,9 hr,3
2014-08-02,Saturday,11 hr,3
2014-12-26,Friday,22 hr,3
2014-01-10,Friday,17 hr,3
2014-08-05,Tuesday,6 hr,3
2014-08-24,Sunday,10 hr,3
2014-08-21,Thursday,0 hr,3
2014-08-24,Sunday,22 hr,3
2014-01-15,Wednesday,8 hr,3
2014-02-01,Saturday,10 hr,3
2014-11-26,Wednesday,0 hr,3
2014-04-13,Sunday,7 hr,3
2014-06-07,Saturday,19 hr,3
2014-07-13,Sunday,18 hr,3
2014-07-29,Tuesday,12 hr,3
2014-11-03,Monday,8 hr,3
2014-02-05,Wednesday,21 hr,3
2014-05-26,Monday,17 hr,3
2014-01-02,Thursday,22 hr,3
2014-07-19,Saturday,11 hr,3
2014-02-22,Saturday,4 hr,3
2014-07-04,Friday,15 hr,3
2014-10-23,Thursday,1 hr,3
2014-08-28,Thursday,14 hr,3
2014-07-05,Saturday,11 hr,3
2014-08-29,Friday,3 hr,3
2014-06-29,Sunday,11 hr,3
2014-04-17,Thursday,6 hr,3
2014-03-21,Friday,1 hr,3
2014-05-25,Sunday,17 hr,3
2014-09-23,Tuesday,11 hr,3
2014-12-12,Friday,17 hr,3
2014-11-04,Tuesday,0 hr,3
2014-03-04,Tuesday,16 hr,3
2014-09-29,Monday,0 hr,3
2014-04-24,Thursday,5 hr,3
2014-04-26,Saturday,5 hr,3
2014-07-12,Saturday,20 hr,3
2014-06-08,Sunday,5 hr,3
2014-01-17,Friday,0 hr,3
2014-10-03,Friday,16 hr,3
2014-10-21,Tuesday,21 hr,3
2014-12-11,Thursday,2 hr,3
2014-04-02,Wednesday,16 hr,3
2014-11-16,Sunday,8 hr,3
2014-12-14,Sunday,8 hr,3
2014-07-09,Wednesday,21 hr,3
2014-08-10,Sunday,6 hr,3
2014-12-09,Tuesday,1 hr,3
2014-02-08,Saturday,20 hr,3
2014-09-30,Tuesday,6 hr,3
2014-03-29,Saturday,4 hr,3
2014-08-17,Sunday,9 hr,3
2014-06-26,Thursday,6 hr,3
2014-08-04,Monday,9 hr,3
2014-07-20,Sunday,4 hr,3
2014-01-08,Wednesday,16 hr,3
2014-02-27,Thursday,2 hr,3
2014-12-23,Tuesday,3 hr,2
2014-10-14,Tuesday,2 hr,2
2014-12-04,Thursday,1 hr,2
2014-09-10,Wednesday,3 hr,2
2014-05-02,Friday,4 hr,2
2014-05-04,Sunday,9 hr,2
2014-08-27,Wednesday,1 hr,2
2014-06-23,Monday,5 hr,2
2014-12-20,Saturday,9 hr,2
2014-07-25,Friday,5 hr,2
2014-01-31,Friday,6 hr,2
2014-10-19,Sunday,10 hr,2
2014-02-17,Monday,3 hr,2
2014-06-03,Tuesday,2 hr,2
2014-11-29,Saturday,10 hr,2
2014-11-09,Sunday,6 hr,2
2014-08-02,Saturday,6 hr,2
2014-08-13,Wednesday,0 hr,2
2014-07-02,Wednesday,5 hr,2
2014-01-08,Wednesday,2 hr,2
2014-12-20,Saturday,4 hr,2
2014-10-17,Friday,4 hr,2
2014-08-25,Monday,6 hr,2
2014-04-03,Thursday,3 hr,2
2014-02-05,Wednesday,2 hr,2
2014-07-20,Sunday,9 hr,2
2014-02-24,Monday,1 hr,2
2014-04-29,Tuesday,23 hr,2
2014-06-18,Wednesday,5 hr,2
2014-07-06,Sunday,5 hr,2
2014-09-11,Thursday,2 hr,2
2014-01-21,Tuesday,21 hr,2
2014-08-08,Friday,2 hr,2
2014-07-12,Saturday,6 hr,2
2014-12-25,Thursday,21 hr,2
2014-02-13,Thursday,21 hr,2
2014-08-22,Friday,1 hr,2
2014-05-14,Wednesday,4 hr,2
2014-08-20,Wednesday,6 hr,2
2014-08-23,Saturday,8 hr,2
2014-04-21,Monday,23 hr,2
2014-04-06,Sunday,9 hr,2
2014-06-29,Sunday,4 hr,2
2014-09-25,Thursday,13 hr,2
2014-06-01,Sunday,8 hr,2
2014-02-15,Saturday,14 hr,2
2014-11-05,Wednesday,14 hr,2
2014-04-14,Monday,2 hr,2
2014-11-29,Saturday,3 hr,2
2014-10-07,Tuesday,0 hr,2
2014-01-29,Wednesday,3 hr,2
2014-08-24,Sunday,17 hr,2
2014-11-21,Friday,4 hr,2
2014-08-04,Monday,8 hr,2
2014-01-01,Wednesday,17 hr,2
2014-08-16,Saturday,7 hr,2
2014-03-31,Monday,2 hr,2
2014-08-05,Tuesday,2 hr,2
2014-11-05,Wednesday,1 hr,2
2014-04-14,Monday,23 hr,2
2014-03-31,Monday,6 hr,2
2014-05-25,Sunday,9 hr,2
2014-06-13,Friday,4 hr,2
2014-05-01,Thursday,4 hr,2
2014-03-16,Sunday,9 hr,2
2014-06-16,Monday,5 hr,2
2014-03-07,Friday,4 hr,2
2014-02-20,Thursday,0 hr,2
2014-07-21,Monday,3 hr,2
2014-09-27,Saturday,4 hr,2
2014-07-16,Wednesday,16 hr,2
2014-12-26,Friday,14 hr,2
2014-03-15,Saturday,8 hr,2
2014-07-08,Tuesday,3 hr,2
2014-04-26,Saturday,6 hr,2
2014-08-04,Monday,1 hr,2
2014-09-22,Monday,4 hr,2
2014-04-23,Wednesday,2 hr,2
2014-06-29,Sunday,7 hr,2
2014-11-10,Monday,0 hr,2
2014-07-14,Monday,12 hr,2
2014-12-07,Sunday,8 hr,2
2014-08-22,Friday,15 hr,2
2014-06-08,Sunday,7 hr,2
2014-12-30,Tuesday,2 hr,2
2014-08-21,Thursday,1 hr,2
2014-12-14,Sunday,15 hr,2
2014-05-24,Saturday,7 hr,2
2014-03-18,Tuesday,2 hr,2
2014-03-15,Saturday,4 hr,2
2014-10-14,Tuesday,14 hr,2
2014-12-15,Monday,1 hr,2
2014-05-12,Monday,3 hr,2
2014-10-09,Thursday,3 hr,2
2014-08-07,Thursday,17 hr,2
2014-11-27,Thursday,19 hr,2
2014-03-22,Saturday,6 hr,2
2014-11-03,Monday,6 hr,2
2014-12-05,Friday,10 hr,2
2014-01-25,Saturday,3 hr,2
2014-11-26,Wednesday,5 hr,2
2014-11-30,Sunday,6 hr,2
2014-04-05,Saturday,9 hr,2
2014-03-09,Sunday,7 hr,2
2014-03-13,Thursday,4 hr,2
2014-02-12,Wednesday,1 hr,2
2014-06-12,Thursday,3 hr,2
2014-09-12,Friday,16 hr,2
2014-01-16,Thursday,4 hr,2
2014-03-25,Tuesday,1 hr,2
2014-12-17,Wednesday,15 hr,2
2014-10-22,Wednesday,0 hr,2
2014-03-20,Thursday,5 hr,2
2014-12-26,Friday,4 hr,2
2014-02-10,Monday,6 hr,2
2014-08-22,Friday,6 hr,2
2014-07-22,Tuesday,6 hr,2
2014-04-19,Saturday,6 hr,2
2014-01-23,Thursday,1 hr,2
2014-09-22,Monday,12 hr,2
